index,artist,song,id,uri,href,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,hot
373,Johnny Haway,Oral Tin Tea,2Jok5Npfn0LOIHw3GYMim0,spotify:track:2Jok5Npfn0LOIHw3GYMim0,spotify:track:2Jok5Npfn0LOIHw3GYMim0,0.465,0.654,0.527,0.000132,0.132,-9.058,0.0307,130.091,0.444,2
374,Circus Marcus,Isaac Albeniz - España op.165 No 1 - Preludio,2u6GTNZF07O4mmFg8CZozY,spotify:track:2u6GTNZF07O4mmFg8CZozY,spotify:track:2u6GTNZF07O4mmFg8CZozY,0.967,0.32,0.171,0.884,0.104,-20.784,0.0594,112.092,0.217,2
375,Mr. & Mrs. Smith,Bittersweet is not just for chocolate,0PH9AxRz8L7koq9CfrWP5m,spotify:track:0PH9AxRz8L7koq9CfrWP5m,spotify:track:0PH9AxRz8L7koq9CfrWP5m,0.115,0.289,0.641,0.0,0.0752,-5.73,0.0467,84.252,0.2,2
376,Adviruz,Blood and Candy,1LtGe7pbd3gEOSepHF59qk,spotify:track:1LtGe7pbd3gEOSepHF59qk,spotify:track:1LtGe7pbd3gEOSepHF59qk,0.000256,0.363,0.988,0.577,0.13,-2.368,0.0716,128.035,0.0376,2
377,Chandeliers,Analog Cabin,2rU6j9teaEzvij2l4cinux,spotify:track:2rU6j9teaEzvij2l4cinux,spotify:track:2rU6j9teaEzvij2l4cinux,0.73,0.542,0.839,0.828,0.317,-11.719,0.109,74.73,0.873,2
378,MAT64,Saltarello Andantino,0AA77trqxrC447ZkBpVNYp,spotify:track:0AA77trqxrC447ZkBpVNYp,spotify:track:0AA77trqxrC447ZkBpVNYp,0.99,0.344,0.0419,0.846,0.109,-32.419,0.042,98.755,0.606,2
379,dj smallcock,1997,3A180ezQBnHYJaEbUIrfO9,spotify:track:3A180ezQBnHYJaEbUIrfO9,spotify:track:3A180ezQBnHYJaEbUIrfO9,0.351,0.632,0.459,0.736,0.457,-14.741,0.522,114.782,0.195,2
380,Hank IV,Tonight We Ride,70PPOFwmuD4luTtLpnjesg,spotify:track:70PPOFwmuD4luTtLpnjesg,spotify:track:70PPOFwmuD4luTtLpnjesg,0.628,0.745,0.415,2.52e-05,0.24,-7.448,0.0267,125.978,0.49,2
382,My brother Daniel,Zintendo,2g3tlM2ReiqjLIOuu6ykDj,spotify:track:2g3tlM2ReiqjLIOuu6ykDj,spotify:track:2g3tlM2ReiqjLIOuu6ykDj,1.71e-05,0.231,0.964,0.000238,0.317,-3.803,0.111,130.033,0.224,2
383,Tab & Anitek,The Ludovico Technique,6keLXYsdMEyeLW51l9wI0Y,spotify:track:6keLXYsdMEyeLW51l9wI0Y,spotify:track:6keLXYsdMEyeLW51l9wI0Y,0.000186,0.599,0.944,0.0614,0.358,-4.737,0.0399,126.02,0.705,2
384,Concealed Sequence,Depth Charge [Limpet Mix],6tLXRw673HPGmx0Xc0SY41,spotify:track:6tLXRw673HPGmx0Xc0SY41,spotify:track:6tLXRw673HPGmx0Xc0SY41,0.0494,0.503,0.702,0.422,0.274,-5.388,0.0858,80.006,0.16,2
385,Dark Meat,Last of the Frontiersmen,112u8D6oBu1tNaE2qgVGuM,spotify:track:112u8D6oBu1tNaE2qgVGuM,spotify:track:112u8D6oBu1tNaE2qgVGuM,0.0167,0.186,0.945,0.343,0.153,-3.576,0.0513,137.042,0.361,2
387,Superhumanoids,Cranial Contest,0qow21ymfaws68tebj7nuU,spotify:track:0qow21ymfaws68tebj7nuU,spotify:track:0qow21ymfaws68tebj7nuU,0.00575,0.676,0.775,0.823,0.204,-8.02,0.027,143.995,0.821,2
388,Safir Nou,New Lunacy,4osNNuXSBLHhMkHJ6W6Gic,spotify:track:4osNNuXSBLHhMkHJ6W6Gic,spotify:track:4osNNuXSBLHhMkHJ6W6Gic,0.261,0.469,0.459,0.86,0.085,-10.928,0.028,90.009,0.0906,2
389,Kris Keyser,Only,3dpnrvRSW9N7mQtwENPBDi,spotify:track:3dpnrvRSW9N7mQtwENPBDi,spotify:track:3dpnrvRSW9N7mQtwENPBDi,0.175,0.402,0.939,0.983,0.155,-4.868,0.0659,129.022,0.151,2
390,Oblivian Substanshall,A Mr John Lennon 9,5zcUFhuJ5lOiSgknBghHeJ,spotify:track:5zcUFhuJ5lOiSgknBghHeJ,spotify:track:5zcUFhuJ5lOiSgknBghHeJ,0.0243,0.689,0.553,0.0,0.137,-13.259,0.09,97.951,0.299,2
391,The Underscore Orkestra,Devil with the Devil,4rdjk46oMgNuO578noAyhN,spotify:track:4rdjk46oMgNuO578noAyhN,spotify:track:4rdjk46oMgNuO578noAyhN,0.578,0.774,0.495,2.51e-06,0.0696,-9.063,0.0421,136.522,0.817,2
392,Crash Normal,arg wizz,4tPHC7YsU3LInUYcIe2UIi,spotify:track:4tPHC7YsU3LInUYcIe2UIi,spotify:track:4tPHC7YsU3LInUYcIe2UIi,0.0966,0.375,0.6,0.000972,0.759,-9.313,0.033,169.976,0.916,2
394,Ferruccio Busoni,"Liszt, Hungarian Rhapsody no.13",7CIoJE0JfVFcmmUY3fFojH,spotify:track:7CIoJE0JfVFcmmUY3fFojH,spotify:track:7CIoJE0JfVFcmmUY3fFojH,0.987,0.347,0.326,0.887,0.784,-15.347,0.0561,79.416,0.167,2
395,Dan Friel,Badlands,3AQ03kq1kd67G9wzXS2dBB,spotify:track:3AQ03kq1kd67G9wzXS2dBB,spotify:track:3AQ03kq1kd67G9wzXS2dBB,3.84e-05,0.276,0.816,0.926,0.272,-1.249,0.0594,112.934,0.0858,2
398,Silent Strangers,Entic,1VJUuPV6jg4lNYwnPtk0pN,spotify:track:1VJUuPV6jg4lNYwnPtk0pN,spotify:track:1VJUuPV6jg4lNYwnPtk0pN,0.0129,0.757,0.716,0.734,0.0882,-12.349,0.16,120.009,0.44,2
400,Dark Chocolate Chips,The Path I Chose,5kktZJH4a8h5doclhDLLeN,spotify:track:5kktZJH4a8h5doclhDLLeN,spotify:track:5kktZJH4a8h5doclhDLLeN,0.904,0.569,0.193,0.901,0.0879,-13.306,0.0397,137.658,0.145,2
401,The December Sound,Painkiller,1pJOxk81A2193vcXd1Rneq,spotify:track:1pJOxk81A2193vcXd1Rneq,spotify:track:1pJOxk81A2193vcXd1Rneq,0.000871,0.325,0.826,0.763,0.116,-6.833,0.0405,155.983,0.475,2
402,Eusebio,When I Snap My Fingers You'll Wake Up,7jGEbhYwiUZbBzOyFt4MVd,spotify:track:7jGEbhYwiUZbBzOyFt4MVd,spotify:track:0NQwQTLPlLqp6o8zW4p6LL,0.398,0.857,0.635,0.0,0.0889,-11.044,0.33,100.018,0.906,2
403,et_,11,06r4IKHcy4CH0VULhDvD1L,spotify:track:06r4IKHcy4CH0VULhDvD1L,spotify:track:06r4IKHcy4CH0VULhDvD1L,0.99,0.365,0.0563,0.92,0.145,-25.78,0.036,80.335,0.0543,2
405,The Money Shot,Money Shot,0l3jBCAEdeLR9OgQqES9CI,spotify:track:0l3jBCAEdeLR9OgQqES9CI,spotify:track:0l3jBCAEdeLR9OgQqES9CI,0.00038,0.628,0.83,2.53e-05,0.0982,-4.752,0.0626,120.004,0.767,2
406,The Special Pillow,An Overwhelming No,74iPRIbQjZtSgMsfswxzdd,spotify:track:74iPRIbQjZtSgMsfswxzdd,spotify:track:74iPRIbQjZtSgMsfswxzdd,0.0618,0.43,0.672,0.0831,0.519,-8.272,0.0285,127.628,0.365,2
407,Godblesscomputers,Natürlich,2gxxriaC8y3poPMmY8Y0hD,spotify:track:2gxxriaC8y3poPMmY8Y0hD,spotify:track:73etijhz7pV4Wx7GTANLpq,0.653,0.713,0.624,0.0,0.214,-11.233,0.292,132.038,0.161,2
408,BADLUCK,Only EMCEE Here,5YbHnEYZFkOxLsp5syLMLy,spotify:track:5YbHnEYZFkOxLsp5syLMLy,spotify:track:5YbHnEYZFkOxLsp5syLMLy,0.356,0.604,0.473,1.98e-06,0.163,-8.866,0.0907,90.97,0.349,2
409,Lee Rosevere,I'm Giving You My Cold For Christmas (karaoke),2VzOsts30LLHII4NlIng72,spotify:track:2VzOsts30LLHII4NlIng72,spotify:track:2VzOsts30LLHII4NlIng72,0.024,0.71,0.847,0.00434,0.3,-5.333,0.0682,124.978,0.524,2
411,Hawnay Troof,Gods Are Crazy,2J201WXV1md702dEIkQ6wy,spotify:track:2J201WXV1md702dEIkQ6wy,spotify:track:5K0yogkG5PxkhhUqFYKo60,0.139,0.491,0.532,6.36e-05,0.143,-7.459,0.0267,81.904,0.281,2
412,David Szesztay,Fun Fashion,08wUcJKJ4TvbPOYwfzavt3,spotify:track:08wUcJKJ4TvbPOYwfzavt3,spotify:track:29yryCdFVkBqv858ay8cRJ,0.365,0.485,0.663,0.0,0.105,-4.967,0.0791,139.523,0.536,2
413,No Regrets For Our Youth,Steady,5x6ext9Iu8dOPCZ3eZ5NOt,spotify:track:5x6ext9Iu8dOPCZ3eZ5NOt,spotify:track:5x6ext9Iu8dOPCZ3eZ5NOt,0.676,0.345,0.135,0.806,0.0891,-14.167,0.0651,164.544,0.319,2
414,Crab Smasher,Little Fingers,3uTsLnpCbo56XwqLe67Fmf,spotify:track:3uTsLnpCbo56XwqLe67Fmf,spotify:track:3uTsLnpCbo56XwqLe67Fmf,0.283,0.285,0.58,0.176,0.0959,-10.011,0.0384,97.846,0.115,2
415,Stereoboy,m-3,35Dofxo9smHVxmFQbhYIAT,spotify:track:35Dofxo9smHVxmFQbhYIAT,spotify:track:35Dofxo9smHVxmFQbhYIAT,0.0338,0.778,0.776,0.0216,0.0772,-5.359,0.0362,127.049,0.361,2
416,Gang Wizard,Track 02,1zqH0wkNjorULrCbmeNx5K,spotify:track:1zqH0wkNjorULrCbmeNx5K,spotify:track:6rE0zcxJSkBcAgPb1JgFIg,0.0563,0.795,0.943,0.485,0.329,-2.826,0.23,94.842,0.916,2
417,Mars-96,lunnaya gonka,7HD4FXn6SxifZGedew4UxW,spotify:track:7HD4FXn6SxifZGedew4UxW,spotify:track:7HD4FXn6SxifZGedew4UxW,0.288,0.623,0.859,0.8,0.157,-7.757,0.037,105.992,0.799,2
418,Chrissie Hell,Chrissie Hell - I Believe,0JpgyXyyLOjRiSlXVVDyn1,spotify:track:0JpgyXyyLOjRiSlXVVDyn1,spotify:track:4kbB7FaMd4qcPRzzuvsRdA,0.0104,0.557,0.548,2.25e-06,0.47,-7.652,0.0278,76.988,0.536,2
419,The Carnys,having fun,42GuKw49pPxNAkIhWGwgFs,spotify:track:42GuKw49pPxNAkIhWGwgFs,spotify:track:0C6dSPCqwKqwos6s1CrDrh,0.568,0.556,0.315,0.0,0.0774,-11.651,0.0625,143.327,0.256,2
421,Sk'p,Chouyaku,5K1m4aaPCxwnm9SKlWW1vh,spotify:track:5K1m4aaPCxwnm9SKlWW1vh,spotify:track:2Lt1ZRU6nFY88vw24GdYLy,0.033,0.474,0.881,0.0,0.0513,-1.846,0.0398,180.0,0.587,2
422,EAT!,Jungle Jim,4f5nUYzeUioPwNbz2mGx5S,spotify:track:4f5nUYzeUioPwNbz2mGx5S,spotify:track:4f5nUYzeUioPwNbz2mGx5S,0.0558,0.497,0.499,0.73,0.222,-12.348,0.056,174.608,0.516,2
423,AQM,Asap,2gAGWaK4wvt2xrFUlR4mK8,spotify:track:2gAGWaK4wvt2xrFUlR4mK8,spotify:track:2gAGWaK4wvt2xrFUlR4mK8,0.302,0.284,0.803,0.0,0.242,-5.293,0.173,67.536,0.553,2
425,Textile Audio,Dissent,2IcUY5Yv9eh3x4pHdlf872,spotify:track:2IcUY5Yv9eh3x4pHdlf872,spotify:track:5g1XybTWGNC0hjXA5hQrok,0.607,0.719,0.411,0.876,0.108,-12.677,0.0283,112.503,0.252,2
426,Small Life Form,What's Your Real Name?,7eiX4jauCtVZNkQg3Z9URx,spotify:track:7eiX4jauCtVZNkQg3Z9URx,spotify:track:7eiX4jauCtVZNkQg3Z9URx,0.962,0.265,0.0142,0.886,0.111,-24.082,0.0535,128.719,0.0357,2
428,Mount Carmel,Don't Make Me Evil,64xG0OJiLoDlfXHk1dSqDF,spotify:track:64xG0OJiLoDlfXHk1dSqDF,spotify:track:64xG0OJiLoDlfXHk1dSqDF,0.0479,0.229,0.685,0.00344,0.0944,-9.745,0.0397,155.116,0.637,2
429,Nalle,Voi Ruusuni & Alice's Ladder,2Oaho1cisHhSAaO6IBQp9l,spotify:track:2Oaho1cisHhSAaO6IBQp9l,spotify:track:40Y7sX3h5pfzzXZXwC4jWC,0.00271,0.323,0.942,0.0,0.285,-5.009,0.169,130.425,0.915,2
431,Krayb David,Egg Ship,1VCzVkggZGvMZ0M96z4W6M,spotify:track:1VCzVkggZGvMZ0M96z4W6M,spotify:track:1VCzVkggZGvMZ0M96z4W6M,0.067,0.556,0.581,1.35e-05,0.0784,-8.594,0.152,183.537,0.685,2
432,Seralf,Tempo Che Passa,63fKobYkOInUrQL1Kb1oME,spotify:track:63fKobYkOInUrQL1Kb1oME,spotify:track:63fKobYkOInUrQL1Kb1oME,0.784,0.273,0.401,0.078,0.112,-9.675,0.0325,94.224,0.0405,2
433,Josh Woodward,Perfect (Instrumental Version),16VcGQ5bXtMW25go8xC2Nq,spotify:track:16VcGQ5bXtMW25go8xC2Nq,spotify:track:5n4y8mRoSnqWktFDO6QwHC,0.127,0.587,0.766,5.85e-05,0.142,-7.249,0.0325,120.122,0.804,2
434,James Franc-Parler,Karaté,3EhH15zLHO0IEmEEbG5fCc,spotify:track:3EhH15zLHO0IEmEEbG5fCc,spotify:track:66b5GVDAsyvkY0f0hA25km,0.131,0.53,0.652,0.918,0.16,-9.812,0.0323,147.126,0.578,2
435,Jeff Eliassen,Track 10,6sF5yecAWnvGZVZS8lLtpR,spotify:track:6sF5yecAWnvGZVZS8lLtpR,spotify:track:6sF5yecAWnvGZVZS8lLtpR,0.128,0.636,0.559,0.0,0.0693,-9.255,0.037,174.037,0.915,2
436,Lee Rosevere,Nebula,3Iy6ZS7a2MYK90Z9Cmmfjp,spotify:track:3Iy6ZS7a2MYK90Z9Cmmfjp,spotify:track:2VzOsts30LLHII4NlIng72,0.993,0.0663,0.0975,0.984,0.117,-24.311,0.0479,72.508,0.0332,2
437,Obits,SUD,1K9RmAkgUpyyPmfzKWOluX,spotify:track:1K9RmAkgUpyyPmfzKWOluX,spotify:track:1K9RmAkgUpyyPmfzKWOluX,0.000353,0.445,0.755,0.151,0.0889,-8.712,0.036,167.273,0.159,2
438,Supercute Bye Byes,odd number eight,4PyMK7JTcu6l30D8KogokR,spotify:track:4PyMK7JTcu6l30D8KogokR,spotify:track:6K8VQ84MqhsoakN5MjrnVR,0.0789,0.807,0.539,0.0,0.0928,-8.193,0.124,127.992,0.755,2
439,fascinating earthbound objects,marigold,0xaN6B7xNJU9czMXELDyDM,spotify:track:0xaN6B7xNJU9czMXELDyDM,spotify:track:4b4DLYtksvYepzKqdgSkAz,0.00202,0.417,0.95,0.000518,0.105,-5.78,0.171,106.585,0.0676,2
440,Jupiter Makes Me Scream,Sunshine Radio,3JZNmW7prW7iSd4WDGjojM,spotify:track:3JZNmW7prW7iSd4WDGjojM,spotify:track:3JZNmW7prW7iSd4WDGjojM,0.192,0.52,0.648,0.944,0.0765,-12.391,0.0307,119.999,0.495,2
441,David Rovics,Anthony Hill,0xHD1zYQddi371HsoG0n3V,spotify:track:0xHD1zYQddi371HsoG0n3V,spotify:track:0xHD1zYQddi371HsoG0n3V,0.531,0.739,0.129,0.0,0.435,-22.201,0.935,122.118,0.456,2
442,No Regrets For Our Youth,Trace,4K6U75Nap6Cx90t4GnDGSk,spotify:track:4K6U75Nap6Cx90t4GnDGSk,spotify:track:4K6U75Nap6Cx90t4GnDGSk,0.99,0.398,0.049,0.963,0.208,-19.673,0.0485,100.69,0.3,2
443,Steve Combs,Make Some Noise!!,2Bz2Q1JNwwPj40T9AvzE7f,spotify:track:2Bz2Q1JNwwPj40T9AvzE7f,spotify:track:2Bz2Q1JNwwPj40T9AvzE7f,0.0192,0.712,0.887,1.11e-05,0.0597,-5.049,0.144,98.036,0.63,2
444,Virgin of the Birds,Phoning It In 08/02/07,3F1hHq9tFGRNWxEbhdz4ru,spotify:track:3F1hHq9tFGRNWxEbhdz4ru,spotify:track:3F1hHq9tFGRNWxEbhdz4ru,0.111,0.636,0.891,0.0308,0.154,-5.347,0.0423,145.726,0.901,2
445,People Like Us,Blue Bayou,3zxklD2EGecZre9MjEEvIU,spotify:track:3zxklD2EGecZre9MjEEvIU,spotify:track:3zxklD2EGecZre9MjEEvIU,0.739,0.732,0.161,0.000379,0.105,-12.817,0.0306,95.21,0.5,2
446,Ergo Phizmiz,Fairground for a Mucus Dress,4PEihhQhfCdhWIoB633tYP,spotify:track:4PEihhQhfCdhWIoB633tYP,spotify:track:3R1wOiMr8XsVpbC9E9Nya1,0.738,0.801,0.439,0.886,0.1,-16.825,0.041,124.001,0.0356,2
448,Los Close,Art Class,15pqWN5x4xaCIq8qsKw0aN,spotify:track:15pqWN5x4xaCIq8qsKw0aN,spotify:track:48eSlLmtHHtw25Zrgtmjib,0.412,0.679,0.502,0.673,0.568,-13.106,0.0332,92.01,0.372,2
449,Laszlo Harsanyi,As the Night Ends.mp3,5mSDzJZAoLXjWOCRu9pvnv,spotify:track:5mSDzJZAoLXjWOCRu9pvnv,spotify:track:5mSDzJZAoLXjWOCRu9pvnv,0.991,0.704,0.0603,0.901,0.108,-26.01,0.0597,136.399,0.173,2
450,Samuel Corwin,"Sunrise Ceremony at Panchganga Ghat, Varanasi",0EJSIvPNI9SQKzj4fQHTou,spotify:track:0EJSIvPNI9SQKzj4fQHTou,spotify:track:0EJSIvPNI9SQKzj4fQHTou,0.0944,0.842,0.456,0.0,0.0407,-9.805,0.186,96.024,0.14,2
451,Arcane Waves,Activated Carbon Residua,5sPkgogsCQFYKnYZMwkODz,spotify:track:5sPkgogsCQFYKnYZMwkODz,spotify:track:5sPkgogsCQFYKnYZMwkODz,0.0001,0.638,0.899,0.829,0.118,-7.013,0.0774,114.993,0.343,2
452,Russ Huddleston and Robert Smith Jr,Forgetting You,6G6i11Y36KDTG2lwFiski2,spotify:track:6G6i11Y36KDTG2lwFiski2,spotify:track:6G6i11Y36KDTG2lwFiski2,0.0213,0.688,0.626,0.0,0.111,-8.667,0.0638,124.922,0.29,2
453,Dr Dub,Soothing magnesium d'Angik (Dr Dub meets Volfoniq),51uWyYu6eBDPPjnLDzRu6g,spotify:track:51uWyYu6eBDPPjnLDzRu6g,spotify:track:51uWyYu6eBDPPjnLDzRu6g,0.749,0.803,0.0671,0.83,0.1,-16.563,0.512,82.01,0.17,2
454,Robo,Fin de fiesta,1MYqyiwUgEMEtBj0f85fMw,spotify:track:1MYqyiwUgEMEtBj0f85fMw,spotify:track:1MYqyiwUgEMEtBj0f85fMw,0.126,0.194,0.751,0.958,0.958,-20.466,0.0483,60.171,1e-05,2
455,Nihilore,"Fuck Yeh, Capitalism!",6qOSM9TfPDbujGuJfumDny,spotify:track:6qOSM9TfPDbujGuJfumDny,spotify:track:6qOSM9TfPDbujGuJfumDny,0.00103,0.132,0.513,0.23,0.0778,-11.835,0.0357,98.036,0.197,2
456,DM & MM,Blood,7B9W7Qsy5M2kyUNjQYIEG8,spotify:track:7B9W7Qsy5M2kyUNjQYIEG8,spotify:track:0Kt9sF46S7DFKrQOsXqidV,0.0213,0.649,0.898,0.0,0.0576,-3.291,0.11,122.028,0.663,2
458,Negritage,Vershon,7bMIhgZ8h24RoRISroiyAj,spotify:track:7bMIhgZ8h24RoRISroiyAj,spotify:track:7bMIhgZ8h24RoRISroiyAj,0.0598,0.351,0.659,0.374,0.145,-6.038,0.04,138.811,0.382,2
459,J-K,Ilha,07EZGev2TgxHZsb3qN5j3H,spotify:track:07EZGev2TgxHZsb3qN5j3H,spotify:track:07EZGev2TgxHZsb3qN5j3H,0.0172,0.581,0.725,0.0,0.0996,-8.539,0.0349,118.512,0.412,2
460,The Doughboys,Turn Your Love On Me,4IVBrMaYGX3M7MyEofGXmG,spotify:track:4IVBrMaYGX3M7MyEofGXmG,spotify:track:4IVBrMaYGX3M7MyEofGXmG,0.00284,0.652,0.916,0.000972,0.101,-3.12,0.0272,130.021,0.905,2
461,-ono-,なんにもない_rmx,2PFzK3kMDDYKhGnugvNYf1,spotify:track:2PFzK3kMDDYKhGnugvNYf1,spotify:track:2PFzK3kMDDYKhGnugvNYf1,0.278,0.597,0.525,0.0,0.0692,-6.039,0.0519,171.561,0.589,2
462,Roman Slavka,a03,4XS3TLAxRrLHXiUjsJon7k,spotify:track:4XS3TLAxRrLHXiUjsJon7k,spotify:track:4XS3TLAxRrLHXiUjsJon7k,0.98,0.363,0.0868,0.94,0.0854,-26.573,0.0337,120.002,0.035,2
464,Hans Atom,Class Dismissed (ft. Lonnie Ray Atkinson),3arxLyM690pLHPXEXWxib2,spotify:track:3arxLyM690pLHPXEXWxib2,spotify:track:2dAifmgfRMzKgcq4sWJ36N,0.000376,0.546,0.95,0.59,0.108,-4.339,0.0328,95.999,0.345,2
465,Jahzzar,yesterday,55vxejCDJGmmVAj2UTjZeQ,spotify:track:55vxejCDJGmmVAj2UTjZeQ,spotify:track:4GeI4mX7t69m1L05SdVXzp,0.945,0.647,0.185,0.868,0.127,-14.68,0.0584,77.077,0.143,2
466,jonas the plugexpert,Yellow Teeth Road,063R9vqqFm3z6nhOb00RPV,spotify:track:063R9vqqFm3z6nhOb00RPV,spotify:track:5uWbafD9rmwQFV5S0hwLO9,0.00767,0.913,0.36,0.0,0.0417,-13.052,0.401,125.034,0.101,2
467,Sick To The Back Teeth,Dissolves In Water,0K8v9jSUueHMsy87AGzCql,spotify:track:0K8v9jSUueHMsy87AGzCql,spotify:track:0K8v9jSUueHMsy87AGzCql,0.000437,0.33,0.998,0.000162,0.314,-2.952,0.182,110.13,0.067,2
468,Syndrôm,A Walk On Saturn's Rings,6mJnEQkV6zVpeb83nT8uPj,spotify:track:6mJnEQkV6zVpeb83nT8uPj,spotify:track:6mJnEQkV6zVpeb83nT8uPj,0.0622,0.687,0.244,0.813,0.103,-22.359,0.0641,150.057,0.542,2
469,Michael Brückner,Tala Magna,2TuLQAgHf21IciocfEn6sv,spotify:track:2TuLQAgHf21IciocfEn6sv,spotify:track:5C6DOIfFiwc2OUhrxp5A5U,0.0314,0.751,0.689,0.769,0.0966,-9.953,0.0578,105.113,0.0898,2
470,Spectral Mystics,Formation,3XpuDvccjDpgkTQzPeNu14,spotify:track:3XpuDvccjDpgkTQzPeNu14,spotify:track:3400SHOcZCsMZvO8sLX4FS,0.0395,0.482,0.988,0.858,0.0812,-6.202,0.137,164.95,0.235,2
471,Quest Poetics,Sole Emcee,6AQ8B5gzZZcKPia0xTS5Hh,spotify:track:6AQ8B5gzZZcKPia0xTS5Hh,spotify:track:6AQ8B5gzZZcKPia0xTS5Hh,0.364,0.5,0.695,0.000685,0.0592,-11.459,0.422,114.554,0.797,2
472,andybrannan,"Ambience Brooklyn Zoo Cafeteria, NYC",3zPV4wjfvVAkBM1JMHOyFN,spotify:track:3zPV4wjfvVAkBM1JMHOyFN,spotify:track:6olGhU0WDJrmgvc8TGfUCL,0.00751,0.741,0.809,0.805,0.0896,-10.936,0.0504,122.011,0.39,2
473,Ketsa,Brand New,07m8PuXxxv5J4qPEDq6ZkK,spotify:track:07m8PuXxxv5J4qPEDq6ZkK,spotify:track:07m8PuXxxv5J4qPEDq6ZkK,0.00268,0.555,0.934,0.0,0.122,-5.04,0.113,144.874,0.422,2
474,G.G. Allin's Dick,King of the road,3739sM5lHHvO4kqmI6Kpcg,spotify:track:3739sM5lHHvO4kqmI6Kpcg,spotify:track:3XG7bMVcMWLIn2k9jLAaAt,0.316,0.74,0.262,1.86e-06,0.0872,-15.927,0.068,121.534,0.747,2
475,P C III,Children Of The Son,1FAlyIeOFagUaYFlhxhLbk,spotify:track:1FAlyIeOFagUaYFlhxhLbk,spotify:track:1FAlyIeOFagUaYFlhxhLbk,0.985,0.472,0.0742,0.00358,0.0833,-19.498,0.062,82.087,0.531,2
476,Ergo Phizmiz,Ragbone,7negGXQVV3htbu8ylS59Ur,spotify:track:7negGXQVV3htbu8ylS59Ur,spotify:track:7negGXQVV3htbu8ylS59Ur,0.241,0.653,0.758,0.0,0.04,-5.992,0.112,94.003,0.577,2
477,Vio/Mire,Darkness,7mdZRf9ucYb4Wwz1Fwg32m,spotify:track:7mdZRf9ucYb4Wwz1Fwg32m,spotify:track:7mdZRf9ucYb4Wwz1Fwg32m,0.923,0.142,0.0823,0.546,0.332,-23.863,0.0337,78.563,0.0995,2
478,Oelek,Kermis in Puiflijk,0yafbfp4DMrGTnntAtkJFi,spotify:track:0yafbfp4DMrGTnntAtkJFi,spotify:track:0yafbfp4DMrGTnntAtkJFi,3.7e-05,0.368,0.884,0.0647,0.33,-7.159,0.0528,91.898,0.207,2
479,Posthuman Tantra,Fetal Transnature,38DAl9PzomoqfPpEFpibwB,spotify:track:38DAl9PzomoqfPpEFpibwB,spotify:track:26HXJXeHbOifVcgerDPsI0,0.0121,0.733,0.483,0.0166,0.386,-4.836,0.048,105.023,0.155,2
480,Gorowski,The Suns Coming Through,3O1cP7F6GHohQq7nRsN4DI,spotify:track:3O1cP7F6GHohQq7nRsN4DI,spotify:track:3O1cP7F6GHohQq7nRsN4DI,0.241,0.651,0.542,0.783,0.106,-12.777,0.0447,173.547,0.675,2
481,Gosprom,Robots Don't Cry (bonus track),551obgt6kTy4UbuRXSPPEB,spotify:track:551obgt6kTy4UbuRXSPPEB,spotify:track:551obgt6kTy4UbuRXSPPEB,0.692,0.618,0.565,0.000908,0.0847,-8.18,0.0644,147.945,0.404,2
483,The Jon Spencer Blues Explosion,Strange Baby,1mUIQeh633E4N5SpwSpRI6,spotify:track:1mUIQeh633E4N5SpwSpRI6,spotify:track:1mUIQeh633E4N5SpwSpRI6,0.0434,0.245,0.866,0.0024,0.124,-4.161,0.174,142.131,0.499,2
484,Pierce,Sober Trip,7j7ms7hZi5vsW84hVPCSRE,spotify:track:7j7ms7hZi5vsW84hVPCSRE,spotify:track:7j7ms7hZi5vsW84hVPCSRE,0.291,0.495,0.506,0.00094,0.104,-10.682,0.04,151.979,0.165,2
485,"Paavali Jumppanen, piano","MOZART - Piano Sonata No. 12 in F Major, K. 332",2wZktCFcNrvxle7jWXDv8c,spotify:track:2wZktCFcNrvxle7jWXDv8c,spotify:track:2wZktCFcNrvxle7jWXDv8c,0.995,0.344,0.0116,0.923,0.0977,-31.318,0.0428,77.997,0.28,2
486,Superpoze,Favourite Flavour,71VDNeDvtSOHDJbR83mmU7,spotify:track:71VDNeDvtSOHDJbR83mmU7,spotify:track:71VDNeDvtSOHDJbR83mmU7,0.201,0.604,0.454,0.903,0.0991,-11.123,0.0597,180.014,0.227,2
487,Mr. & Mrs. Smith,John Hancock,3X8JVsDjjOCh40bJzon4pF,spotify:track:3X8JVsDjjOCh40bJzon4pF,spotify:track:3X8JVsDjjOCh40bJzon4pF,0.97,0.613,0.00347,0.693,0.114,-19.795,0.0955,137.411,0.245,2
488,Gringo Star,All Y'All,4m1PO0TlHHLwjRMIoZskPR,spotify:track:4m1PO0TlHHLwjRMIoZskPR,spotify:track:4m1PO0TlHHLwjRMIoZskPR,0.0185,0.463,0.925,0.00075,0.111,-4.343,0.054,130.473,0.828,2
489,Ergo Phizmiz,Mickey Mouse,0e5StRkQJonuMRjajfyGwp,spotify:track:0e5StRkQJonuMRjajfyGwp,spotify:track:0e5StRkQJonuMRjajfyGwp,0.185,0.627,0.82,0.0,0.118,-5.548,0.473,95.184,0.76,2
